id,name,metadata/examine,metadata/id,metadata/members,metadata/lowalch,metadata/limit,metadata/value,metadata/highalch,metadata/icon,metadata/name,price/high,price/highTime,price/low,price/lowTime,price
27676,Accursed sceptre (au),A mighty sceptre used in long forgotten battles.,27676,true,1,8,1,1,Accursed sceptre (au).png,Accursed sceptre (au),5406539,1760372901,5249659,1760373190,
27662,Accursed sceptre (u),"A mighty sceptre from long forgotten battles, corrupted by the power of Vet'ion.",27662,true,1,,1,1,Accursed sceptre (u).png,Accursed sceptre (u),5337905,1760373620,5185999,1760373572,
2862,Achey tree logs,These logs are longer than normal.,2862,true,1,13000,4,2,Achey tree logs.png,Achey tree logs,259,1760373404,100,1760351279,
5312,Acorn,Plant this in a plantpot of soil to grow a sapling.,5312,true,2,200,6,3,Acorn 5.png,Acorn,78,1760373557,81,1760373815,
1317,Adamant 2h sword,A two handed sword.,1317,false,2560,125,6400,3840,Adamant 2h sword.png,Adamant 2h sword,3358,1760373835,3358,1760373730,
890,Adamant arrow,Arrows with adamant heads.,890,false,32,11000,80,48,Adamant arrow 5.png,Adamant arrow,36,1760373890,35,1760373856,
891,Adamant arrow(p),Venomous-looking arrows.,891,true,32,11000,80,48,Adamant arrow(p) 5.png,Adamant arrow(p),126,1760306142,160,1760269869,
5620,Adamant arrow(p+),Venomous-looking arrows.,5620,true,32,11000,80,48,Adamant arrow(p+) 5.png,Adamant arrow(p+),284,1760365087,130,1760365092,
5626,Adamant arrow(p++),Venomous-looking arrows.,5626,true,32,11000,80,48,Adamant arrow(p++) 5.png,Adamant arrow(p++),28,1760372852,20,1760372981,
43,Adamant arrowtips,I can make some arrows with these.,43,true,16,10000,40,24,Adamant arrowtips.png,Adamant arrowtips,101,1760372360,100,1760373718,
1357,Adamant axe,A powerful axe.,1357,false,512,40,1280,768,Adamant axe.png,Adamant axe,349,1760373801,449,1760373644,
1371,Adamant battleaxe,A vicious looking axe.,1371,false,1664,125,4160,2496,Adamant battleaxe.png,Adamant battleaxe,2195,1760373471,2200,1760373865,
9143,Adamant bolts,Adamantite crossbow bolts.,9143,true,23,11000,58,34,Adamant bolts 5.png,Adamant bolts,206,1760373782,198,1760373682,
9290,Adamant bolts (p),Some poisoned adamantite bolts.,9290,true,23,11000,58,34,Adamant bolts (p) 5.png,Adamant bolts (p),57,1760366383,5,1760343317,
9297,Adamant bolts (p+),Some poisoned adamantite bolts.,9297,true,23,11000,58,34,Adamant bolts (p+) 5.png,Adamant bolts (p+),558,1760338351,558,1760333525,
9304,Adamant bolts (p++),Super poisoned adamantite bolts.,9304,true,23,11000,58,34,Adamant bolts (p++) 5.png,Adamant bolts (p++),1184,1760369591,1150,1760373774,
9380,Adamant bolts(unf),Unfeathered adamantite crossbow bolts.,9380,true,1,13000,1,1,Adamant bolts(unf) 5.png,Adamant bolts(unf),233,1760373058,229,1760373747,
4129,Adamant boots,These will protect my feet.,4129,true,768,125,1920,1152,Adamant boots.png,Adamant boots,1284,1760373564,1099,1760373646,
4798,Adamant brutal,Blunt adamantite arrow... ouch.,4798,true,38,11000,95,57,Adamant brutal 5.png,Adamant brutal,300,1760373368,225,1760373388,
12377,Adamant cane,A diamond topped cane.,12377,true,576,4,1440,864,Adamant cane.png,Adamant cane,1105,1760357526,2000,1760366152,
1111,Adamant chainbody,A series of connected metal rings.,1111,false,1920,125,4800,2880,Adamant chainbody.png,Adamant chainbody,2711,1760373427,2443,1760373705,
3100,Adamant claws,A set of fighting claws.,3100,true,480,125,1200,720,Adamant claws.png,Adamant claws,1642,1760346789,1642,1760343300,
9183,Adamant crossbow,An adamantite crossbow.,9183,true,706,70,1767,1060,Adamant crossbow.png,Adamant crossbow,1857,1760373706,1700,1760373207,
9463,Adamant crossbow (u),An unstrung adamantite crossbow.,9463,true,693,10000,1733,1039,Adamant crossbow (u).png,Adamant crossbow (u),548,1760367673,100,1760351134,
1211,Adamant dagger,Short and deadly.,1211,false,320,125,800,480,Adamant dagger.png,Adamant dagger,1999,1760373611,254,1760373773,
1227,Adamant dagger(p),A very dangerous poisoned dagger.,1227,true,320,125,800,480,Adamant dagger(p).png,Adamant dagger(p),90,1760306978,90,1760291896,
5676,Adamant dagger(p+),A very dangerous poisoned dagger.,5676,true,320,125,800,480,Adamant dagger(p+).png,Adamant dagger(p+),1909,1759727634,2319,1757033682,
5694,Adamant dagger(p++),A very dangerous poisoned dagger.,5694,true,320,125,800,480,Adamant dagger(p++).png,Adamant dagger(p++),3448,1760203909,5611,1760292362,
810,Adamant dart,A deadly throwing dart with an adamant tip.,810,true,26,11000,65,39,Adamant dart.png,Adamant dart,61,1760373885,55,1760373856,
823,Adamant dart tip,A deadly-looking dart tip made of adamant - needs feathers for flight.,823,true,14,20000,36,21,Adamant dart tip.png,Adamant dart tip,193,1760373876,189,1760373852,
816,Adamant dart(p),A deadly poisoned dart with an adamant tip.,816,true,26,11000,65,39,Adamant dart(p).png,Adamant dart(p),50,1760358525,54,1760373696,
5633,Adamant dart(p+),A deadly poisoned dart with an adamant tip.,5633,true,26,11000,65,39,Adamant dart(p+).png,Adamant dart(p+),290,1759900251,336,1760326564,
5640,Adamant dart(p++),A deadly poisoned dart with an adamant tip.,5640,true,26,11000,65,39,Adamant dart(p++).png,Adamant dart(p++),806,1759871641,221,1760365888,
23270,Adamant dragon mask,Do I look scary?,23270,true,4000,4,10000,6000,Adamant dragon mask.png,Adamant dragon mask,55000,1760314612,16000,1760367950,
28211,Adamant felling axe,A woodcutter's axe.,28211,true,512,,1280,768,Adamant felling axe.png,Adamant felling axe,2000000,1760311043,2000000,1760336934,
1161,Adamant full helm,A full face helmet.,1161,false,1408,125,3520,2112,Adamant full helm.png,Adamant full helm,1857,1760373853,1667,1760373856,
2613,Adamant full helm (g),Adamant full helmet with gold trim.,2613,false,1408,8,3520,2112,Adamant full helm (g).png,Adamant full helm (g),10809,1760372052,10295,1760373425,
2605,Adamant full helm (t),Adamant full helmet with trim.,2605,false,1408,8,3520,2112,Adamant full helm (t).png,Adamant full helm (t),2272,1760362639,2404,1760373881,
13020,Adamant gold-trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13020,false,3200,8,8000,4800,Adamant gold-trimmed set (lg).png,Adamant gold-trimmed set (lg),62000,1760372792,57711,1760372805,
13022,Adamant gold-trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13022,false,3200,8,8000,4800,Adamant gold-trimmed set (sk).png,Adamant gold-trimmed set (sk),57000,1760365531,61455,1760294592,
3200,Adamant halberd,An adamant halberd.,3200,true,2560,125,6400,3840,Adamant halberd.png,Adamant halberd,15038,1760373347,13471,1760372530,
11375,Adamant hasta,"An adamant-tipped, one-handed hasta.",11375,true,832,125,2080,1248,Adamant hasta.png,Adamant hasta,821,1760370767,800,1760351271,
11407,Adamant hasta(p),"A poison-tipped, one-handed adamantite hasta.",11407,true,832,125,2080,1248,Adamant hasta(p).png,Adamant hasta(p),4583,1760194063,5077,1759771624,
11410,Adamant hasta(p+),"A poison-tipped, one-handed adamantite hasta.",11410,true,832,125,2080,1248,Adamant hasta(p+).png,Adamant hasta(p+),1000,1760020367,6691,1749325528,
11412,Adamant hasta(p++),"A poison-tipped, one-handed adamantite hasta.",11412,true,832,125,2080,1248,Adamant hasta(p++).png,Adamant hasta(p++),1500,1760275840,100,1759870372,
10296,Adamant helm (h1),An adamant helmet with a heraldic design.,10296,false,1408,70,3520,2112,Adamant helm (h1).png,Adamant helm (h1),6898,1760359008,1550,1760372899,
10298,Adamant helm (h2),An adamant helmet with a heraldic design.,10298,false,1408,70,3520,2112,Adamant helm (h2).png,Adamant helm (h2),1774,1760342940,2058,1760372604,
10300,Adamant helm (h3),An adamant helmet with a heraldic design.,10300,false,1408,70,3520,2112,Adamant helm (h3).png,Adamant helm (h3),1763,1760330318,1626,1760362326,
10302,Adamant helm (h4),An adamant helmet with a heraldic design.,10302,false,1408,70,3520,2112,Adamant helm (h4).png,Adamant helm (h4),2417,1760344394,2663,1760371619,
10304,Adamant helm (h5),An adamant helmet with a heraldic design.,10304,false,1408,70,3520,2112,Adamant helm (h5).png,Adamant helm (h5),2028,1760371634,2002,1760373597,
829,Adamant javelin,An adamant tipped javelin.,829,true,64,11000,160,96,Adamant javelin.png,Adamant javelin,85,1760373246,82,1760373847,
19578,Adamant javelin heads,Needs a shaft.,19578,true,176,10000,440,264,Adamant javelin heads 5.png,Adamant javelin heads,342,1760370741,332,1760370015,
835,Adamant javelin(p),An adamant tipped javelin.,835,true,64,11000,160,96,Adamant javelin(p).png,Adamant javelin(p),57,1760233983,575,1756244160,
5646,Adamant javelin(p+),An adamant tipped javelin.,5646,true,64,11000,160,96,Adamant javelin(p+).png,Adamant javelin(p+),135,1758939155,244,1754793234,
5652,Adamant javelin(p++),An adamant tipped javelin.,5652,true,64,11000,160,96,Adamant javelin(p++).png,Adamant javelin(p++),165,1759030774,10,1759044502,
1199,Adamant kiteshield,A large metal shield.,1199,false,2176,125,5440,3264,Adamant kiteshield.png,Adamant kiteshield,3015,1760373868,2872,1760373869,
2611,Adamant kiteshield (g),Adamant kiteshield with gold trim.,2611,false,2176,8,5440,3264,Adamant kiteshield (g).png,Adamant kiteshield (g),11262,1760365603,8000,1760372687,
2603,Adamant kiteshield (t),Adamant kiteshield with trim.,2603,false,2176,8,5440,3264,Adamant kiteshield (t).png,Adamant kiteshield (t),5999,1760362871,2933,1760373677,
867,Adamant knife,A finely balanced throwing knife.,867,true,26,11000,66,39,Adamant knife.png,Adamant knife,383,1760373123,330,1760373386,
875,Adamant knife(p),A finely balanced throwing knife.,875,true,26,11000,66,39,Adamant knife(p).png,Adamant knife(p),298,1760210770,50,1760111404,
5659,Adamant knife(p+),A finely balanced throwing knife.,5659,true,26,7000,66,39,Adamant knife(p+).png,Adamant knife(p+),811,1760373320,811,1760327063,
5666,Adamant knife(p++),A finely balanced throwing knife.,5666,true,26,7000,66,39,Adamant knife(p++).png,Adamant knife(p++),1500,1760339881,100,1760166975,
1301,Adamant longsword,A razor sharp longsword.,1301,false,1280,125,3200,1920,Adamant longsword.png,Adamant longsword,2041,1760373378,1480,1760373763,
1430,Adamant mace,A spiky mace.,1430,false,576,125,1440,864,Adamant mace.png,Adamant mace,667,1760373716,667,1760373658,
1145,Adamant med helm,A medium sized helmet.,1145,false,768,125,1920,1152,Adamant med helm.png,Adamant med helm,867,1760373772,848,1760373822,
1271,Adamant pickaxe,Used for mining.,1271,false,1280,40,3200,1920,Adamant pickaxe.png,Adamant pickaxe,2129,1760373854,1600,1760373862,
1123,Adamant platebody,Provides excellent protection.,1123,false,6656,125,16640,9984,Adamant platebody.png,Adamant platebody,9458,1760373888,9453,1760373851,
2607,Adamant platebody (g),Adamant platebody with gold trim.,2607,false,6656,8,16640,9984,Adamant platebody (g).png,Adamant platebody (g),16450,1760371422,11620,1760373653,
23392,Adamant platebody (h1),Adamant platebody with a heraldic design.,23392,false,6656,8,16640,9984,Adamant platebody (h1).png,Adamant platebody (h1),9353,1760327565,9365,1760373060,
23395,Adamant platebody (h2),Adamant platebody with a heraldic design.,23395,false,6656,8,16640,9984,Adamant platebody (h2).png,Adamant platebody (h2),17140,1760373635,9375,1760372864,
23398,Adamant platebody (h3),Adamant platebody with a heraldic design.,23398,false,6656,8,16640,9984,Adamant platebody (h3).png,Adamant platebody (h3),10237,1760370021,9100,1760373277,
23401,Adamant platebody (h4),Adamant platebody with a heraldic design.,23401,false,6656,8,16640,9984,Adamant platebody (h4).png,Adamant platebody (h4),8735,1760361507,9194,1760372830,
23404,Adamant platebody (h5),Adamant platebody with a heraldic design.,23404,false,6656,8,16640,9984,Adamant platebody (h5).png,Adamant platebody (h5),9306,1760371599,9290,1760372844,
2599,Adamant platebody (t),Adamant platebody with trim.,2599,false,6656,8,16640,9984,Adamant platebody (t).png,Adamant platebody (t),7223,1760359773,7500,1760373530,
1073,Adamant platelegs,These look pretty heavy.,1073,false,2560,125,6400,3840,Adamant platelegs.png,Adamant platelegs,3365,1760373878,3365,1760373856,
2609,Adamant platelegs (g),Adamant platelegs with gold trim.,2609,false,2560,8,6400,3840,Adamant platelegs (g).png,Adamant platelegs (g),5889,1760335399,6183,1760373883,
2601,Adamant platelegs (t),Adamant platelegs with trim.,2601,false,2560,8,6400,3840,Adamant platelegs (t).png,Adamant platelegs (t),7625,1760373761,3745,1760372676,
1091,Adamant plateskirt,Designer leg protection.,1091,false,2560,125,6400,3840,Adamant plateskirt.png,Adamant plateskirt,3999,1760372313,3538,1760373744,
3475,Adamant plateskirt (g),Adamant plateskirt with gold trim.,3475,false,2560,8,6400,3840,Adamant plateskirt (g).png,Adamant plateskirt (g),6499,1760335561,3677,1760373353,
3474,Adamant plateskirt (t),Adamant plateskirt with trim.,3474,false,2560,8,6400,3840,Adamant plateskirt (t).png,Adamant plateskirt (t),3400,1760338056,3350,1760358222,
1331,Adamant scimitar,"A vicious, curved sword.",1331,false,1024,125,2560,1536,Adamant scimitar.png,Adamant scimitar,1478,1760373828,1408,1760373866,
29458,Adamant seeds,Magical seeds in an adamant case.,29458,true,120,18000,300,180,Adamant seeds.png,Adamant seeds,85,1760373151,85,1760373788,
13012,Adamant set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13012,false,3200,8,8000,4800,Adamant set (lg).png,Adamant set (lg),20100,1760373660,17000,1760370615,
13014,Adamant set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13014,false,3200,8,8000,4800,Adamant set (sk).png,Adamant set (sk),18631,1760357959,20149,1760335385,
7334,Adamant shield (h1),A shield with a heraldic design,7334,false,2176,70,5440,3264,Adamant shield (h1).png,Adamant shield (h1),5000,1760371965,2800,1760372653,
7340,Adamant shield (h2),A shield with a heraldic design,7340,false,2176,70,5440,3264,Adamant shield (h2).png,Adamant shield (h2),4852,1760331341,2152,1760370040,
7346,Adamant shield (h3),A shield with a heraldic design,7346,false,2176,70,5440,3264,Adamant shield (h3).png,Adamant shield (h3),2954,1760368660,1889,1760369506,
7352,Adamant shield (h4),A shield with a heraldic design,7352,false,2176,70,5440,3264,Adamant shield (h4).png,Adamant shield (h4),2713,1760305050,2707,1760368965,
7358,Adamant shield (h5),A shield with a heraldic design,7358,false,2176,70,5440,3264,Adamant shield (h5).png,Adamant shield (h5),2900,1760372461,2900,1760373827,
1245,Adamant spear,An adamantite tipped spear.,1245,true,832,125,2080,1248,Adamant spear.png,Adamant spear,618,1760373306,500,1760373735,
1259,Adamant spear(p),A poisoned adamantite tipped spear.,1259,true,832,125,2080,1248,Adamant spear(p).png,Adamant spear(p),555,1760373441,484,1760373698,
5712,Adamant spear(p+),A poisoned adamantite tipped spear.,5712,true,832,125,2080,1248,Adamant spear(p+).png,Adamant spear(p+),2014,1760154822,100,1759196175,
5726,Adamant spear(p++),A poisoned adamantite tipped spear.,5726,true,832,125,2080,1248,Adamant spear(p++).png,Adamant spear(p++),6791,1760364871,50,1759693853,
1183,Adamant sq shield,A medium square shield.,1183,false,1536,125,3840,2304,Adamant sq shield.png,Adamant sq shield,1844,1760372844,1973,1760373850,
1287,Adamant sword,A razor sharp sword.,1287,false,832,125,2080,1248,Adamant sword.png,Adamant sword,1001,1760373222,999,1760373167,
804,Adamant thrownaxe,A finely balanced throwing axe.,804,true,70,11000,176,105,Adamant thrownaxe.png,Adamant thrownaxe,251,1760226739,320,1760321391,
13016,Adamant trimmed set (lg),"A set containing a full helm, platebody, legs and kiteshield.",13016,false,3200,8,8000,4800,Adamant trimmed set (lg).png,Adamant trimmed set (lg),69898,1760362675,46258,1760344202,
13018,Adamant trimmed set (sk),"A set containing a full helm, platebody, skirt and kiteshield.",13018,false,3200,8,8000,4800,Adamant trimmed set (sk).png,Adamant trimmed set (sk),31031,1760134338,31031,1760261583,
1345,Adamant warhammer,I don't think it's intended for joinery.,1345,false,1648,125,4120,2472,Adamant warhammer.png,Adamant warhammer,2739,1760371292,2700,1760373072,
2361,Adamantite bar,It's a bar of adamantite.,2361,false,256,10000,640,384,Adamantite bar.png,Adamantite bar,1847,1760373792,1847,1760373879,
9429,Adamantite limbs,A pair of adamantite crossbow limbs.,9429,true,640,10000,1600,960,Adamantite limbs.png,Adamantite limbs,1420,1760371928,56,1760327462,
4823,Adamantite nails,Keeps things in place fairly permanently.,4823,true,18,13000,45,27,Adamantite nails.png,Adamantite nails,141,1760373393,140,1760371646,
449,Adamantite ore,This needs refining.,449,false,160,4500,400,240,Adamantite ore.png,Adamantite ore,737,1760373874,720,1760373882,
7198,Admiral pie,Much tastier than a normal fish pie.,7198,true,124,10000,310,186,Admiral pie.png,Admiral pie,107,1760373800,99,1760373446,
30771,Aether catalyst,A piece of the cosmos' soul? Or souls belonging to the cosmos?,30771,true,80,25000,200,120,Aether catalyst.png,Aether catalyst,228,1760373642,221,1760373885,
30843,Aether rune,A combined cosmic and soul rune.,30843,true,120,25000,300,180,Aether rune.png,Aether rune,645,1760373866,633,1760373862,
12430,Afro,Wild!,12430,true,273,4,684,410,Afro.png,Afro,48888,1760369501,32909,1760369516,
11463,Agility mix(1),One dose of fishy Agility potion.,11463,true,20,2000,50,30,Agility mix(1).png,Agility mix(1),332,1760371419,521,1760263695,
11461,Agility mix(2),Two doses of fishy Agility potion.,11461,true,40,2000,100,60,Agility mix(2).png,Agility mix(2),164,1760373448,348,1760264972,
3038,Agility potion(1),1 dose of Agility potion.,3038,true,20,2000,50,30,Agility potion(1).png,Agility potion(1),90,1760371038,90,1760371125,
3036,Agility potion(2),2 doses of Agility potion.,3036,true,40,2000,100,60,Agility potion(2).png,Agility potion(2),191,1760366633,16,1760371564,
3034,Agility potion(3),3 doses of Agility potion.,3034,true,60,2000,150,90,Agility potion(3).png,Agility potion(3),170,1760371730,133,1760372342,
3032,Agility potion(4),4 doses of Agility potion.,3032,true,80,2000,200,120,Agility potion(4).png,Agility potion(4),308,1760373844,246,1760372958,
12881,Ahrim's armour set,"A set containing an Ahrim's hood, robetop, robeskirt and staff.",12881,true,80000,8,200000,120000,Ahrim's armour set.png,Ahrim's armour set,5484796,1760373565,5374119,1760373329,
4708,Ahrim's hood,Ahrim the Blighted's leather hood.,4708,true,5200,15,13000,7800,Ahrim's hood.png,Ahrim's hood,342671,1760373857,296756,1760373715,
4860,Ahrim's hood 0,Ahrim the Blighted's leather hood.,4860,true,5200,15,13000,7800,Ahrim's hood 0.png,Ahrim's hood 0,221175,1760240528,220220,1760367779,
4714,Ahrim's robeskirt,Ahrim the Blighted's armoured robe skirt.,4714,true,18800,15,47000,28200,Ahrim's robeskirt.png,Ahrim's robeskirt,2306999,1760373859,2246357,1760373576,
4878,Ahrim's robeskirt 0,Ahrim the Blighted's armoured robe skirt.,4878,true,18800,15,47000,28200,Ahrim's robeskirt 0.png,Ahrim's robeskirt 0,2169201,1760372727,2190000,1760373605,
4712,Ahrim's robetop,Ahrim the Blighted's armoured robe top.,4712,true,20000,15,50000,30000,Ahrim's robetop.png,Ahrim's robetop,2672772,1760373863,2609076,1760373763,
4872,Ahrim's robetop 0,Ahrim the Blighted's armoured robe top.,4872,true,20000,15,50000,30000,Ahrim's robetop 0.png,Ahrim's robetop 0,2383000,1760229743,2468001,1760373610,
4710,Ahrim's staff,Ahrim the Blighted's quarterstaff.,4710,true,34000,15,85000,51000,Ahrim's staff.png,Ahrim's staff,204241,1760373674,205892,1760373583,
4866,Ahrim's staff 0,Ahrim the Blighted's quarterstaff.,4866,true,34000,15,85000,51000,Ahrim's staff 0.png,Ahrim's staff 0,127682,1760315600,139872,1760373513,
1397,Air battlestaff,It's a slightly magical stick.,1397,true,6200,18000,15500,9300,Air battlestaff.png,Air battlestaff,8930,1760373889,8870,1760373850,
573,Air orb,A magic glowing orb.,573,true,120,11000,300,180,Air orb.png,Air orb,898,1760373648,874,1760373763,
556,Air rune,One of the 4 basic elemental Runes.,556,false,1,50000,4,2,Air rune.png,Air rune,4,1760373880,4,1760373818,
1438,Air talisman,A mysterious power emanates from the talisman...,1438,false,1,11000,4,2,Air talisman.png,Air talisman,105,1760373693,76,1760373877,
5527,Air tiara,A tiara infused with the properties of air.,5527,false,40,40,100,60,Air tiara.png,Air tiara,1,1760373826,1,1760370284,
4436,Airtight pot,This is pretty well sealed.,4436,true,4,15,10,6,Airtight pot.png,Airtight pot,1937,1760373305,2245,1760288870,
29993,Aldarium,A special alchemical ingredient used for creating potions.,29993,true,40,,100,60,Aldarium.png,Aldarium,35964,1760373195,35500,1760373824,
20056,Ale of the gods,Ale of the gods.,20056,true,340,4,850,510,Ale of the gods.png,Ale of the gods,275224,1760370828,275000,1760372788,
5767,Ale yeast,A pot filled with ale yeast.,5767,true,1,11000,1,1,Ale yeast.png,Ale yeast,1000,1760373711,400,1760354454,
21347,Amethyst,Maybe I can make something with this.,21347,true,1560,13000,3900,2340,Amethyst.png,Amethyst,3590,1760373725,3521,1760373761,
21326,Amethyst arrow,Arrows with amethyst heads.,21326,true,196,11000,490,294,Amethyst arrow 5.png,Amethyst arrow,273,1760373838,263,1760373887,
21332,Amethyst arrow(p),Venomous-looking arrows.,21332,true,196,11000,490,294,Amethyst arrow(p) 5.png,Amethyst arrow(p),439,1760367533,462,1760372013,
21334,Amethyst arrow(p+),Venomous-looking arrows.,21334,true,196,11000,490,294,Amethyst arrow(p+) 5.png,Amethyst arrow(p+),560,1760372832,530,1760368803,
21336,Amethyst arrow(p++),Venomous-looking arrows.,21336,true,196,11000,490,294,Amethyst arrow(p++) 5.png,Amethyst arrow(p++),1337,1760370011,1275,1760373674,
